V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
0,10027,1,3,1,12000,B002,1,0,S143,2,6700,40000,4,19.18,1103,58,0
0,10003,1,2,4,11450,B002,1,0,S133,2,7000,40000,4,19.18,1103,53,0
0,10068,3,3,4,2220,B001,1,0,S133,2,0,40000,4,19.18,1103,59,0
1,10013,2,1,4,1900,B003,0,1,S143,3,0,43000,5,20,1139,36,0
0,10001,1,2,4,7600,B017,0,0,S133,2,3050,40000,4,19.18,1103,33,0
1,10002,1,2,4,5830,B002,1,1,S133,2,0,50000,5,15.25,1196,61,0
1,10012,1,2,4,2500,B005,1,1,S159,3,0,47000,5,28.5,1478,51,0
0,10003,1,2,4,1400,B012,0,0,S133,2,0,40000,4,19.18,1103,39,0
1,10068,3,1,4,2220,B001,1,1,S133,2,0,30000,3,19.18,1103,54,0
0,10004,1,1,4,1200,B004,1,0,S159,2,200,40000,4,19.18,1103,68,0
0,10002,1,2,4,4500,B001,1,1,S133,2,0,50000,4,14.85,1388,63,1
0,10017,2,3,4,750,B038,1,0,S133,3,0,40000,4,19.18,1103,47,0
0,10004,1,1,4,2800,B026,1,1,S133,2,0,20000,5,24,575,39,0
0,10001,1,3,4,2000,B002,1,1,S122,2,0,20000,2,19.18,1103,36,0
0,10002,1,1,4,6000,B002,1,0,S133,2,2700,40000,4,19.18,1103,70,0
1,10009,2,3,4,4000,B003,0,1,S161,2,0,50000,5,13.99,1163,60,0
0,10002,1,1,4,1400,B047,1,0,S133,2,890,40000,4,19.18,1103,35,0
0,10003,1,1,4,2800,B012,0,0,S133,2,0,40000,4,19.18,1103,56,0
1,10002,1,1,4,2200,B003,0,1,S159,2,0,35000,3,19.18,1103,67,0
1,10003,1,1,4,12000,B025,0,1,S159,2,1500,30000,2,13.5,1433,61,0
1,10021,2,1,4,4750,B003,0,1,S133,3,0,78000,5,17,1939,40,0
1,10006,1,1,4,2500,B003,0,1,S161,2,0,50000,5,19.18,1103,39,0
0,10004,1,1,4,4500,B003,0,0,S161,2,2000,40000,4,19.18,1103,33,0
1,10006,1,1,4,2500,B004,1,1,S133,2,0,20000,3,19.18,1103,45,0
1,10007,1,3,4,1800,B003,0,1,S133,2,563.1,14000,3,19.18,1103,50,0
0,10001,1,1,4,2000,B004,1,0,S158,2,1300,40000,4,19.18,1103,52,0
0,10005,1,3,4,1500,B002,1,0,S133,3,0,40000,4,19.18,1103,57,0
1,10003,1,2,4,1800,B020,0,1,S143,2,0,40000,5,19.18,1103,39,0
1,10002,1,2,4,10000,B003,0,1,S122,2,500,20000,4,19.18,1103,42,0
0,10097,3,1,4,1000,B022,0,0,S133,2,706.5,40000,4,19.18,1103,57,0
0,10002,1,3,4,2800,B001,1,0,S133,2,1200,40000,4,19.18,1103,49,0
1,10003,1,1,4,2800,B001,1,1,S133,2,110,20000,5,19.18,1103,64,0
0,10004,1,1,4,1500,B008,0,0,S153,2,306.4,40000,4,19.18,1103,65,0
0,10043,2,1,4,1250,B001,1,1,S159,2,246,17000,4,18.4,503,57,0
1,10001,1,2,4,2245,B006,1,1,S133,2,0,50000,5,19.18,1103,43,0
0,10003,1,1,4,1500,B002,1,0,S133,3,0,40000,4,19.18,1103,54,0
1,10005,1,3,1,4027,B004,1,1,S133,2,1000,50000,5,19.18,1103,30,0
1,10006,1,1,4,9600,B001,1,1,S122,2,3600,50000,3,19.18,1103,39,0
0,10001,1,2,4,7600,B005,1,0,S133,2,3200,40000,4,19.18,1103,51,0
0,10035,3,3,4,3537.4,B001,1,0,S161,2,1800,40000,4,19.18,1103,65,0
1,10002,1,2,4,1800,B004,1,1,S133,3,0,40000,5,19.18,1103,49,0
1,10008,1,1,4,3000,B009,0,1,S161,2,972.2,10000,3,19.75,370,65,0
0,10006,1,2,4,1500,B002,1,0,S159,2,800,40000,4,19.18,1103,30,0
0,10015,3,3,4,1212.1,B013,0,0,S133,2,191.5,40000,4,19.18,1103,40,0
1,10020,1,2,4,8600,B005,1,1,S133,2,3200,30000,5,16.5,738,43,0
1,10003,1,2,2,2000,B002,1,1,S122,2,0,47000,5,19.18,1103,52,0
0,10015,3,2,4,869.6,B002,1,0,S133,2,0,40000,4,19.18,1103,31,0
0,10003,1,3,4,1320,B007,0,0,S133,2,0,40000,4,19.18,1103,51,0
1,10108,3,1,4,1500,B009,0,1,S159,2,300,16000,3,20,595,61,0
0,10203,3,1,4,1800,B008,0,0,S133,2,800,40000,4,19.18,1103,63,0
1,10006,1,2,4,1850,B001,1,1,S159,3,0,43000,5,19.18,1103,56,0
1,10276,3,3,4,3800,B002,1,1,S133,2,0,30000,3,13.49,1018,56,0
0,10003,1,1,4,2200,B006,1,0,S133,2,0,40000,4,19.18,1103,48,0
1,10003,1,2,4,4000,B001,1,1,S161,2,0,20000,3,19.18,1103,62,0
1,10045,3,2,4,4300,B002,1,1,S143,2,532.9,50000,5,14.49,1176,45,0
0,10098,3,1,4,3400,B018,0,0,S161,2,1500,40000,4,19.18,1103,64,0
1,10014,2,1,4,2000,B037,0,1,S159,3,0,29000,5,20,768,57,0
1,10013,2,1,4,3700,B001,1,1,S143,2,0,20000,4,14.85,555,61,0
1,10221,3,1,4,2000,B001,1,1,S122,4,0,40000,4,19.18,1103,35,0
0,10019,2,1,4,2500,B012,0,1,S161,3,0,36000,5,19.18,1103,65,0
1,10006,1,1,4,2000,B016,0,1,S133,2,138.4,40000,5,20,1060,66,0
0,10002,1,2,4,1100,B031,0,0,S159,2,0,40000,4,19.18,1103,66,0
1,10003,1,3,4,3400,B001,1,1,S133,2,800,10000,3,19.18,1103,66,0
0,10001,1,2,4,1450,B030,1,0,S143,3,0,40000,4,19.18,1103,64,0
0,10003,1,2,4,8000,B007,0,1,S122,2,0,20000,3,15.25,696,38,0
0,10048,3,1,4,1600,B001,1,0,S133,2,0,40000,4,19.18,1103,59,0
0,10004,1,2,4,6400,B004,1,1,S134,2,484.8,5000,2,19.18,1103,33,0
1,10003,1,1,4,10000,B001,1,1,S133,2,0,10000,5,13.5,230,44,0
1,10156,3,1,4,1509.7,B002,1,1,S159,2,0,17000,2,19.18,1103,50,0
0,10130,3,1,4,1500,B010,0,0,S159,2,200,40000,4,19.18,1103,67,0
0,10002,1,2,4,3200,B014,1,1,S137,2,300,65000,5,19.18,1103,32,0
0,10005,1,3,4,5000,B002,1,1,S133,3,0,82000,5,19.18,1103,57,0
1,10005,1,1,1,1950,B002,1,1,S159,2,0,20000,3,19.18,1103,40,0
0,10005,1,2,4,1870,B001,1,1,S161,2,196.6,30000,4,18.4,888,54,0
1,10002,1,2,4,9500,B002,1,1,S133,2,0,90000,2,19.18,1103,61,0
1,10001,1,1,4,4050,B002,1,1,S159,2,1500,35000,3,19.18,1103,58,0
0,10003,1,2,4,1500,B001,1,0,S159,2,0,40000,4,19.18,1103,60,0
0,10003,1,3,1,3500,B005,1,0,S143,2,0,40000,4,19.18,1103,30,0
0,10001,1,1,4,1550,B003,0,0,S153,2,0,40000,4,19.18,1103,62,0
1,10006,1,3,4,1650,B007,0,1,S122,2,0,38000,5,19.18,1103,32,0
0,10024,1,3,4,1700,B002,1,0,S159,3,0,40000,4,19.18,1103,42,0
1,10003,1,2,4,11000,B013,0,1,S133,2,4200,50000,5,15.25,1196,65,0
1,10006,1,2,4,5816.1,B001,1,1,S133,2,1050,37000,5,19.18,1103,49,0
0,10001,1,3,4,1000,B001,1,0,S159,2,500,40000,4,19.18,1103,64,0
0,10004,1,1,4,1650,B004,1,0,S159,2,140,40000,4,19.18,1103,66,0
1,10005,1,3,4,2000,B005,1,1,S133,2,0,10000,5,18.25,255,67,0
1,10008,1,3,4,1700,B001,1,1,S133,2,400,10000,5,20,265,52,0
1,10018,3,1,4,2500,B001,1,1,S159,2,0,20000,3,14.85,692,54,0
0,10001,1,2,4,1700,B001,1,0,S122,2,2.4,40000,4,19.18,1103,41,0
1,10001,1,1,4,1800,B008,0,1,S133,3,0,40000,5,20,1060,63,0
1,10007,1,1,4,1800,B001,1,1,S159,3,0,40000,5,19.18,1103,52,0
1,10001,1,1,4,10000,B001,1,1,S159,2,200,10000,1,19.18,1103,30,0
0,10006,1,3,4,1800,B001,1,1,S133,2,400,10000,5,19.18,1103,35,0
1,10001,1,1,4,4900,B001,1,1,S137,2,0,50000,2,19.18,1103,60,0
0,10006,1,3,4,2000,B009,0,0,S133,2,1500,40000,4,19.18,1103,55,0
1,10005,1,1,4,5000,B001,1,1,S133,2,160.6,10000,2,26.5,541,70,0
1,10245,3,1,4,8700,B003,0,1,S159,2,0,229000,5,19.18,1103,47,0
0,10005,1,2,4,2200,B004,1,0,S159,2,0,40000,4,19.18,1103,31,0
0,10003,1,1,4,3000,B003,0,1,S133,2,500,20000,2,20,1018,34,0
0,10001,1,1,4,2050,B012,0,0,S133,2,1000,40000,4,19.18,1103,53,0
1,10004,1,2,4,3500,B002,1,1,S133,2,0,30000,3,19.18,1103,52,0
1,10003,1,1,4,2000,B004,1,1,S153,2,0,20000,5,19.18,1103,44,0
1,10004,1,1,4,4300,B002,1,1,S133,3,0,71000,5,19.18,1103,39,0
1,10011,2,3,1,3000,B001,1,1,S159,2,240,30000,3,15.25,1044,53,0
1,10003,1,1,4,6950,B043,1,1,S133,2,2500,50000,5,19.18,1103,66,0
0,10005,1,1,4,900,B006,1,0,S137,2,450,40000,4,19.18,1103,54,0
1,10177,3,1,4,1850,B016,0,1,S133,2,0,10000,3,20,372,68,0
0,10218,3,1,4,2300,B030,1,1,S161,2,580,20000,3,20,743,70,0
1,10024,1,1,4,4000,B003,0,1,S161,2,0,50000,3,14.85,1730,42,0
1,10014,2,1,4,1500,B010,0,1,S133,3,0,33000,5,20,874,59,0
0,10013,2,1,4,750,B032,0,0,S161,2,150,40000,4,19.18,1103,35,0
0,10003,1,2,4,1584,B002,1,0,S153,3,0,40000,4,19.18,1103,54,0
1,10058,3,1,4,2100,B035,1,1,S133,2,420,20000,5,20,530,32,0
1,10005,1,2,2,3000,B004,1,1,S143,2,1365,20000,2,19.18,1103,43,0
1,10003,1,1,4,1950,B005,1,1,S133,2,0,20000,2,19.18,1103,54,0
1,10022,2,2,4,2000,B002,1,1,S133,2,0,47000,5,19.18,1103,39,0
1,10004,1,2,4,1850,B001,1,1,S159,2,0,20000,3,20,743,48,0
1,10002,1,2,4,2000,B002,1,1,S133,3,0,29000,5,19.18,1103,33,0
1,10002,1,2,4,8500,B001,1,1,S122,2,0,50000,5,13.5,1150,53,0
1,10004,1,1,4,4300,B001,1,1,S143,2,0,50000,5,19.18,1103,56,0
1,10008,1,2,4,3014,B003,0,1,S133,2,866,10000,3,19.18,1103,35,0
1,10001,1,2,3,3000,B005,1,1,S133,2,0,20000,3,19.18,1103,47,1
0,10005,1,1,4,1500,B009,0,0,S133,2,600,40000,4,19.18,1103,30,0
1,10001,1,2,4,41800,B011,1,1,S133,2,0,20000,3,13.5,679,51,0
1,10008,1,3,4,4200,B003,0,1,S133,3,0,51000,3,17,1818,63,0
1,10001,1,1,4,3520,B034,0,1,S133,2,0,30000,3,15.5,1047,52,0
0,10027,1,3,4,2100,B001,1,0,S159,2,850,40000,4,19.18,1103,57,0
1,10001,1,2,4,2500,B001,1,1,S133,2,0,10000,3,15.5,349,36,0
1,10004,1,3,4,2200,B001,1,1,S122,2,0,30000,5,19.18,1103,42,0
1,10007,1,1,4,2640,B012,0,1,S159,3,0,40000,5,19.18,1103,35,0
0,10006,1,1,4,333.3,B002,1,0,S159,3,0,40000,4,19.18,1103,60,0
0,10003,1,1,4,2280,B001,1,0,S159,2,981.5,40000,4,19.18,1103,41,0
1,10003,1,3,4,2212,B002,1,1,S133,2,507.9,20000,5,19.18,1103,38,0
1,10002,1,1,4,2000,B027,0,1,S133,3,0,29000,5,20,768,36,0
0,10003,1,1,4,1500,B001,1,0,S133,2,800,40000,4,19.18,1103,49,0
0,10003,1,1,4,1649,B002,1,0,S159,2,0,40000,4,19.18,1103,70,0
0,10002,1,2,3,700,B002,1,0,S159,2,0,40000,4,19.18,1103,35,0
0,10006,1,2,4,1400,B015,1,1,S133,3,0,41000,5,19.18,1103,67,0
0,10002,1,1,4,6000,B001,1,1,S133,2,900,70000,4,19.18,1103,34,0
0,10003,1,1,4,1800,B004,1,1,S159,2,0,10000,1,19.18,1103,34,0
0,10006,1,1,4,1000,B025,0,0,S159,3,0,40000,4,19.18,1103,57,0
1,10002,1,1,4,7900,B004,1,1,S133,2,1280,30000,1,19.18,1103,46,0
1,10006,1,3,2,2200,B005,1,1,S133,3,0,32000,5,19.18,1103,59,0
0,10001,1,3,4,2500,B002,1,1,S159,2,0,30000,5,18,762,66,0
1,10005,1,2,4,2278.6,B004,1,1,S159,2,0,14000,5,20,371,68,0
0,10005,1,1,4,800,B019,0,0,S133,3,0,40000,4,19.18,1103,57,0
1,10010,1,3,1,1883.8,B001,1,1,S133,3,0,44000,5,19.18,1103,45,0
1,10001,1,1,4,5000,B004,1,1,S133,2,0,100000,5,15.25,2392,38,0
1,10002,1,2,4,3400,B003,0,1,S133,2,0,50000,5,19.18,1103,46,0
1,10004,1,2,2,2500,B001,1,1,S143,2,825,7000,3,19.18,1103,42,0
0,10003,1,2,4,2100,B001,1,1,S133,2,0,30000,4,19.18,1103,59,0
1,10013,2,2,4,3100,B001,1,1,S133,3,0,52000,5,14.25,1217,63,0
1,10009,2,1,4,2650,B001,1,1,S133,2,0,50000,5,19.18,1103,63,0
0,10002,1,1,4,3000,B023,0,1,S133,2,1200,33000,5,20,874,48,0
0,10004,1,2,4,1300,B001,1,0,S153,3,0,40000,4,19.18,1103,59,0
1,10071,2,1,4,2400,B003,0,1,S133,3,0,35000,5,19.18,1103,49,0
1,10006,1,3,4,1530,B001,1,1,S133,2,0,10000,2,19.18,1103,61,0
1,10003,1,1,4,2700,B010,0,1,S133,3,0,40000,5,19,1038,50,0
0,10002,1,2,4,2840,B001,1,0,S159,2,2000,40000,4,19.18,1103,51,0
1,10005,1,3,4,1800,B001,1,1,S161,2,30,10000,5,20,265,61,0
1,10398,3,1,4,1750,B003,0,1,S159,2,0,20000,5,20,530,42,0
1,10006,1,1,1,2800,B003,0,1,S159,3,0,45000,5,19.18,1103,53,0
1,10002,1,1,4,5500,B003,0,1,S137,2,0,50000,3,14.85,1730,62,0
1,10002,1,2,2,2500,B002,1,1,S143,2,500,10000,4,16.75,287,53,0
0,10006,1,1,4,2900,B001,1,0,S143,2,1450,40000,4,19.18,1103,58,0
0,10001,1,1,4,1700,B001,1,0,S122,2,0,40000,4,19.18,1103,57,0
1,10003,1,3,4,2500,B042,0,1,S159,3,0,39000,5,19.18,1103,69,0
0,10006,1,2,4,1600,B004,1,1,S153,3,0,36000,5,20,954,44,0
1,10010,1,1,4,2500,B014,1,1,S133,3,0,36000,5,15,856,48,0
0,10008,1,1,4,1350,B010,0,0,S153,3,0,40000,4,19.18,1103,60,0
0,10023,2,1,4,1450,B031,0,0,S133,2,0,40000,4,19.18,1103,50,0
0,10001,1,3,4,5000,B002,1,1,S133,3,0,64000,3,13.49,2172,38,0
1,10009,2,1,1,7500,B002,1,1,S133,3,0,135000,5,19.18,1103,63,0
1,10008,1,1,4,2200,B010,0,1,S153,3,0,32000,5,20,848,63,0
0,10008,1,1,4,1000,B009,0,0,S159,2,200,40000,4,19.18,1103,64,0
0,10292,3,1,4,1000,B008,0,0,S133,2,300,40000,4,19.18,1103,69,0
1,10001,1,3,1,2600,B001,1,1,S122,2,230,10000,5,19.18,1103,33,0
0,10129,3,1,4,1000,B012,0,0,S159,2,400,40000,4,19.18,1103,43,0
0,10004,1,2,4,7000,B002,1,1,S159,2,0,120000,5,19.18,1103,37,0
1,10009,2,2,4,2300,B002,1,1,S143,2,0,50000,5,19.18,1103,31,0
1,10004,1,2,4,1450,B022,0,1,S159,2,0,30000,5,15.5,722,52,0
0,10092,3,3,4,850,B001,1,0,S159,2,0,40000,4,19.18,1103,49,0
1,10028,3,1,4,4200,B003,0,1,S122,3,0,69000,5,17,1715,51,0
1,10024,1,1,4,4378.6,B016,0,1,S133,2,1229.2,50000,5,19.18,1103,65,0
1,10014,2,2,4,3990.4,B004,1,1,S143,2,1002.9,30000,4,15.25,839,51,0
0,10003,1,1,4,1500,B034,0,0,S133,2,500,40000,4,19.18,1103,50,0
1,10001,1,1,4,2400,B002,1,1,S159,2,542.3,24000,5,18.25,613,70,0
1,10003,1,2,4,2000,B002,1,1,S133,2,0,30000,4,20,913,56,0
0,10006,1,2,4,3000,B001,1,0,S161,2,1800,40000,4,19.18,1103,39,0
1,10001,1,1,4,3150,B024,0,1,S122,2,1000,45000,5,20,1192,34,0
0,10003,1,2,4,6200,B007,0,1,S137,2,0,50000,4,14.85,1388,46,0
1,10003,1,2,4,3000,B001,1,1,S122,2,1000,20000,5,15.5,481,44,0
0,10017,2,3,4,3050,B002,1,0,S133,2,1767,40000,4,19.18,1103,41,0
0,10020,1,2,4,5500,B004,1,0,S143,2,2700,40000,4,19.18,1103,59,0
1,10012,1,1,4,2600,B002,1,1,S159,3,0,35000,4,19.18,1103,57,0
1,10007,1,1,4,1750,B001,1,1,S122,3,0,39000,5,20,1033,35,0
1,10004,1,2,4,1860,B002,1,1,S159,3,0,43000,5,18.4,1101,45,0
1,10282,3,1,4,3000,B046,1,1,S161,2,0,50000,4,19.18,1103,49,0
0,10006,1,1,4,1500,B009,0,0,S133,2,0,40000,4,19.18,1103,35,0
0,10001,1,1,4,1500,B032,0,0,S133,3,0,40000,4,19.18,1103,68,0
0,10004,1,1,4,1600,B030,1,0,S159,2,500,40000,4,19.18,1103,42,0
0,10003,1,2,4,5600,B019,0,1,S137,2,0,50000,5,24,1438,37,0
1,10006,1,2,4,2000,B001,1,1,S159,3,0,29000,5,19.18,1103,44,0
1,10019,2,2,4,12000,B003,0,1,S133,3,0,150000,5,20,3974,63,0
0,10007,1,1,4,980,B004,1,0,S133,3,0,40000,4,19.18,1103,54,0
0,10005,1,1,4,1250,B013,0,0,S159,2,400,40000,4,19.18,1103,66,0
1,10006,1,2,4,2230,B015,1,1,S153,3,0,32000,5,18.25,817,30,0
1,10002,1,2,4,6000,B005,1,1,S143,3,0,104000,5,19.18,1103,41,0
1,10005,1,3,4,4100,B002,1,1,S159,2,700,10000,2,15.25,486,42,0
0,10071,2,1,4,1200,B023,0,0,S159,2,300,40000,4,19.18,1103,43,0
1,10006,1,1,4,3500,B006,1,1,S133,2,0,10000,2,19.18,1103,32,1
0,10005,1,1,4,2000,B014,1,1,S159,2,250,10000,4,19.18,1103,36,0
1,10002,1,3,1,8000,B002,1,1,S122,2,1176.2,100000,5,14.85,2371,40,0
0,10017,2,2,4,1200,B001,1,0,S159,2,500,40000,4,19.18,1103,42,0
0,10004,1,1,4,6000,B004,1,0,S133,2,930,40000,4,19.18,1103,42,0
0,10007,1,3,4,910,B004,1,0,S153,3,0,40000,4,19.18,1103,46,0
1,10007,1,1,4,2900,B001,1,1,S159,2,1150,33000,5,19.18,1103,70,0
0,10005,1,3,4,884.2,B003,0,0,S133,3,0,40000,4,19.18,1103,66,0
0,10001,1,2,4,1850,B004,1,0,S143,2,1200,40000,4,19.18,1103,70,0
1,10180,3,1,4,20000,B003,0,1,S133,2,200,30000,5,17.5,754,43,0
1,10005,1,1,4,5550,B001,1,1,S133,2,1800,35000,4,15.25,979,50,0
1,10003,1,1,4,4000,B001,1,1,S159,2,1000,48000,5,15.25,1148,60,0
0,10005,1,2,4,1350,B002,1,0,S143,2,50,40000,4,19.18,1103,45,0
1,10051,2,2,4,2100,B013,0,1,S159,2,720,21000,5,19.18,1103,36,0
1,10004,1,1,4,2100,B016,0,1,S159,3,0,30000,5,19.18,1103,70,0
0,10004,1,1,4,1600,B010,0,0,S133,2,0,40000,4,19.18,1103,59,0
0,10003,1,1,4,1150,B023,0,0,S159,2,0,40000,4,19.18,1103,37,0
0,10003,1,1,4,2050,B001,1,1,S133,2,0,30000,5,20,795,68,0
1,10004,1,1,4,6000,B005,1,1,S159,3,0,104000,5,19.18,1103,30,0
0,10005,1,2,3,1500,B002,1,0,S159,2,0,40000,4,19.18,1103,46,0
1,10013,2,1,4,3500,B001,1,1,S133,2,900,30000,3,19.18,1103,64,0
1,10010,1,1,4,2000,B028,1,1,S153,3,0,29000,5,20,768,41,0
1,10004,1,2,4,1800,B002,1,1,S153,3,0,42000,5,18.4,1076,50,0
1,10001,1,2,4,3200,B014,1,1,S133,2,0,30000,4,15.5,843,30,0
0,10010,1,1,4,1500,B028,1,0,S153,3,0,40000,4,19.18,1103,39,0
0,10016,2,3,4,3000,B001,1,0,S159,2,1350,40000,4,19.18,1103,56,0
0,10001,1,1,4,1400,B001,1,0,S133,2,250,40000,4,19.18,1103,52,0
1,10031,3,1,4,1500,B004,1,1,S159,2,300,20000,5,20,530,33,0
1,10042,3,3,4,3000,B019,0,1,S133,2,900,20000,5,15.75,484,60,0
0,10002,1,2,2,5600,B014,1,0,S133,2,2380,40000,4,19.18,1103,69,0
0,10001,1,1,4,1400,B001,1,0,S133,2,250,40000,4,19.18,1103,39,0
0,10003,1,1,4,2280,B037,0,0,S133,2,0,40000,4,19.18,1103,33,0
1,10059,2,3,4,5750,B014,1,1,S143,2,0,50000,5,19.18,1103,55,0
0,10001,1,3,4,2000,B002,1,1,S122,2,0,20000,2,19.18,1103,49,0
0,10002,1,2,4,1800,B016,0,1,S133,2,550,14000,3,19.18,1103,54,0
0,10002,1,2,4,1250,B002,1,0,S133,2,0,40000,4,19.18,1103,53,0
0,10281,3,1,4,750,B001,1,0,S159,2,100,40000,4,19.18,1103,36,0
1,10004,1,1,4,7000,B003,0,1,S133,2,0,30000,3,19.18,1103,36,0
0,10003,1,1,4,3800,B003,0,1,S133,3,0,61000,5,19.18,1103,36,0
1,10004,1,1,4,2056.5,B018,0,1,S133,3,0,30000,5,32.5,1017,32,0
1,10002,1,3,1,12500,B002,1,1,S122,2,1200,50000,5,13,1138,62,0
1,10124,3,1,4,3000,B002,1,1,S133,2,1000,30000,3,19.18,1103,38,0
0,10001,1,1,1,5000,B001,1,1,S122,2,0,30000,2,19.18,1103,43,0
0,10029,3,1,3,3800,B003,0,0,S133,2,0,40000,4,19.18,1103,67,0
1,10010,1,2,4,3400,B005,1,1,S122,3,0,47000,4,19.18,1103,35,0
1,10087,3,1,4,1610,B003,0,1,S159,2,0,10000,4,20,304,44,0
1,10010,1,3,4,6000,B006,1,1,S133,3,0,76000,3,19.18,1103,38,0
0,10005,1,1,4,1500,B003,0,0,S133,2,500,40000,4,19.18,1103,71,0
1,10003,1,2,4,2300,B001,1,1,S133,2,0,10000,1,19.18,1103,37,0
0,10006,1,2,4,1350,B002,1,0,S122,2,0,40000,4,19.18,1103,37,0
1,10003,1,2,4,3400,B006,1,1,S133,2,0,30000,5,19,778,47,0
1,10005,1,2,4,4650,B001,1,1,S133,2,200,50000,4,19.18,1103,61,0
1,10005,1,2,4,3700,B011,1,1,S133,2,0,77000,5,19.18,1103,56,0
1,10002,1,1,4,1800,B002,1,1,S122,2,0,10000,2,19.18,1103,41,0
1,10044,3,1,4,15000,B003,0,1,S133,2,0,20000,3,16.25,706,63,0
1,10003,1,2,4,2650,B002,1,1,S133,2,780,40000,5,20,1060,41,0
0,10003,1,2,4,3000,B001,1,0,S158,2,1500,40000,4,19.18,1103,58,0
0,10006,1,2,3,2600,B006,1,0,S133,2,1000,40000,4,19.18,1103,68,0
1,10001,1,3,4,20000,B003,0,1,S122,2,0,20000,4,15.25,559,68,0
0,10004,1,1,4,1200,B001,1,0,S161,2,0,40000,4,19.18,1103,69,0
0,10003,1,3,4,2249,B002,1,1,S133,2,0,20000,5,20,530,36,0
0,10005,1,3,4,1620,B003,0,0,S133,2,1000,40000,4,19.18,1103,38,0
0,10001,1,2,4,4400,B008,0,0,S133,2,0,40000,4,19.18,1103,62,0
1,10028,3,1,4,1970,B008,0,1,S133,3,0,44000,5,20,1166,52,0
0,10017,2,3,4,3050,B002,1,0,S133,2,1767,40000,4,19.18,1103,53,0
1,10001,1,1,4,2200,B001,1,1,S133,2,600,19000,3,20,706,40,0
0,10006,1,1,4,2250,B002,1,1,S133,2,0,20000,2,19.18,1103,65,0
0,10014,2,1,4,1200,B007,0,0,S133,2,0,40000,4,19.18,1103,30,0
0,10001,1,3,4,10000,B003,0,0,S158,2,7500,40000,4,19.18,1103,40,0
0,10001,1,2,1,2100,B001,1,0,S133,2,0,40000,4,19.18,1103,33,0
1,10003,1,3,4,22000,B001,1,1,S122,2,5400,110000,1,19.18,1103,68,0
1,10043,2,3,4,1500,B004,1,1,S143,2,0,33000,5,19.18,1103,55,0
0,10023,2,1,4,950,B002,1,0,S159,2,0,40000,4,19.18,1103,57,0
1,10001,1,2,4,2250,B003,0,1,S159,2,0,30000,5,19.18,1103,30,0
1,10413,3,3,4,17900,B001,1,1,S143,2,500,20000,5,16,486,35,0
0,10005,1,3,4,1500,B017,0,0,S153,3,0,40000,4,19.18,1103,61,0
1,10002,1,2,1,5500,B026,1,1,S122,3,0,84000,4,19.18,1103,36,0
0,10072,2,1,4,1350,B001,1,0,S133,2,0,40000,4,19.18,1103,66,0
0,10004,1,1,4,3100,B020,0,0,S133,2,1500,40000,4,19.18,1103,48,0
0,10002,1,3,4,2300,B001,1,0,S133,2,468,40000,4,19.18,1103,61,0
1,10006,1,1,4,3800,B002,1,1,S133,3,0,61000,5,19.18,1103,37,0
1,10001,1,2,4,4500,B006,1,1,S133,2,0,50000,4,19.18,1103,61,0
1,10005,1,2,4,4500,B004,1,1,S133,3,0,63000,3,14.85,2179,49,0
1,10001,1,3,4,10000,B004,1,1,S143,2,3000,50000,2,19.18,1103,33,0
1,10012,1,2,4,2500,B002,1,1,S133,3,0,36000,5,19,934,54,0
0,10002,1,1,4,1570,B048,1,0,S133,2,0,40000,4,19.18,1103,46,0
1,10017,2,3,1,2500,B001,1,1,S133,2,0,20000,2,19.18,1103,61,0
0,10002,1,1,4,2000,B022,0,0,S133,2,0,40000,4,19.18,1103,30,0
0,10001,1,1,4,1050,B014,1,0,S133,2,0,40000,4,19.18,1103,67,0
0,10072,2,1,4,3500,B022,0,0,S133,2,2500,40000,4,19.18,1103,55,0
0,10003,1,1,4,850,B002,1,0,S159,2,210,40000,4,19.18,1103,51,0
0,10024,1,1,4,1195.1,B001,1,0,S133,3,0,40000,4,19.18,1103,68,0
0,10122,3,1,4,3200,B018,0,0,S133,2,1500,40000,4,19.18,1103,70,0
0,10002,1,3,3,2500,B002,1,0,S133,2,0,40000,4,19.18,1103,37,0
1,10006,1,1,4,1520,B003,0,1,S133,2,450,12000,3,20,446,52,0
1,10001,1,3,4,3000,B032,0,1,S133,2,500,5000,1,19,461,45,0
1,10043,2,1,4,24000,B001,1,1,S133,2,500,10000,3,17.5,359,52,0
0,10003,1,1,4,900,B003,0,0,S153,3,0,40000,4,19.18,1103,53,0
1,10003,1,3,4,2200,B004,1,1,S122,2,0,49000,5,19.18,1103,43,0
0,10321,3,1,4,2500,B003,0,1,S133,2,700,39000,5,20,1033,43,0
0,10035,3,3,4,1650,B001,1,0,S133,2,0,40000,4,19.18,1103,42,0
1,10106,3,2,4,3885,B010,0,1,S133,2,0,20000,5,16.35,490,36,0
1,10016,2,1,4,2000,B004,1,1,S133,2,0,30000,3,19.18,1103,58,0
1,10106,3,2,4,38850,B010,0,1,S133,2,0,20000,5,15,476,52,0
1,10003,1,1,4,2000,B001,1,1,S143,2,0,20000,4,20,609,38,0
0,10005,1,2,4,1000,B002,1,0,S161,2,0,40000,4,19.18,1103,32,0
1,10005,1,2,2,2500,B001,1,1,S133,3,0,39000,5,19.18,1103,32,0
0,10003,1,1,4,1000,B002,1,0,S133,2,0,40000,4,19.18,1103,51,0
